2020/1/25,1
2020/1/26,2
2020/1/27,2
2020/1/28,2
2020/1/29,2
2020/1/30,2
2020/1/31,3
2020/2/1,3
2020/2/2,6
2020/2/3,6
2020/2/4,6
2020/2/5,6
2020/2/6,6
2020/2/7,6
2020/2/8,6
2020/2/9,6
2020/2/10,7
2020/2/11,7
2020/2/12,7
2020/2/13,7
2020/2/14,7
2020/2/15,7
2020/2/16,7
2020/2/17,7
2020/2/18,7
2020/2/19,7
2020/2/20,8
2020/2/21,9
2020/2/22,9
2020/2/23,9
2020/2/24,11
2020/2/25,11
2020/2/26,26
2020/2/27,26
2020/2/28,27
2020/2/29,28
2020/3/1,33
2020/3/2,38
2020/3/3,45
2020/3/4,55
2020/3/5,67
2020/3/6,81
2020/3/7,100
2020/3/8,112
2020/3/9,172
2020/3/10,179
2020/3/11,202
2020/3/12,252
2020/3/13,320
2020/3/14,381
2020/3/15,478
2020/3/16,588
2020/3/17,732
2020/3/18,893
2020/3/19,1067
2020/3/20,1283
2020/3/21,1544
2020/3/22,1851
2020/3/23,2240
2020/3/24,2644
2020/3/25,3183
2020/3/26,4060
2020/3/27,4914
2020/3/28,5565
2020/3/29,6266
2020/3/30,7421
2020/3/31,8582
2020/4/1,9816
2020/4/2,11190
2020/4/3,12569
2020/4/4,13796
2020/4/5,15076
2020/4/6,16284
2020/4/7,17540
2020/4/8,19043
2020/4/9,20191
2020/4/10,21366
2020/4/11,22421
2020/4/12,23323
2020/4/13,24334
2020/4/14,25758
2020/4/15,27107
2020/4/16,28142
2020/4/17,29398
2020/4/18,30829
2020/4/19,31544
2020/4/20,33862
2020/4/21,35844
