USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
CAN,NC,2020-01-01,0,0,37742.1540,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
CAN,NC,2020-01-01,0,0,37742.1540,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
USA,NC,2020-01-01,0,0,331002.6510,0.0
